timestamp,action,additionalData,ObservedReward,Context,ContextFeatures,ChosenArm,log_timestamp
1733268722.173,Continuous Drawing,{'duration': 1009},1,high,[0.9],0,1733268722.173
1733268723.168,Continuous Drawing,{'duration': 2004},1,high,[0.9],0,1733268723.168
1733268724.166,Continuous Drawing,{'duration': 3002},1,high,[0.9],0,1733268724.166
1733268725.167,Continuous Drawing,{'duration': 4003},1,high,[0.9],0,1733268725.167
1733268725.704,Stop Drawing,{'duration': 4540},1,high,[0.9],0,1733268725.704
1733268728.961,Changed Line Width,{'lineWidth': 17},1,high,[0.9],0,1733268728.961
1733268732.481,Start Drawing,{},1,high,[0.9],0,1733268732.481
1733268735.621,Changed Line Width,{'lineWidth': 11},1,medium,[0.5],0,1733268735.621
1733268736.516,Start Drawing,{},1,medium,[0.5],0,1733268736.516
1733268737.521,Continuous Drawing,{'duration': 1005},1,medium,[0.5],0,1733268737.521
1733268738.518,Continuous Drawing,{'duration': 2002},1,medium,[0.5],0,1733268738.518
1733268738.853,Stop Drawing,{'duration': 2337},1,medium,[0.5],0,1733268738.853
1733268738.853,Stop Drawing,{'duration': 691},0,medium,[0.5],0,1733268738.853
1733268741.45,Start Drawing,{},0,medium,[0.5],0,1733268741.45
1733268741.964,Stop Drawing,{'duration': 514},0,medium,[0.5],0,1733268741.964
1733268746.541,Reset Canvas,{'resetCount': 1},0,medium,[0.5],0,1733268746.541
1733268749.573,Reset Canvas,{'resetCount': 2},0,medium,[0.5],0,1733268749.573
1733268751.593,Start Drawing,{},0,medium,[0.5],0,1733268751.593
1733268752.596,Continuous Drawing,{'duration': 1003},0,medium,[0.5],0,1733268752.596
1733268752.834,Stop Drawing,{'duration': 1241},0,medium,[0.5],0,1733268752.834
1733268755.35,Start Drawing,{},0,medium,[0.5],0,1733268755.35
1733268756.355,Continuous Drawing,{'duration': 1005},0,medium,[0.5],0,1733268756.355
1733268757.227,Start Drawing,{},1,medium,[0.5],0,1733268757.227
1733268757.374,Stop Drawing,{'duration': 147},1,medium,[0.5],0,1733268757.374
1733268757.374,Stop Drawing,{'duration': 1796},0,medium,[0.5],0,1733268757.374
1733268758.456,Changed Line Width,{'lineWidth': 16},0,medium,[0.5],0,1733268758.456
1733268760.446,Changed Color,{'color': '#ff0000'},0,medium,[0.5],0,1733268760.446
1733268761.03,Start Drawing,{},0,medium,[0.5],0,1733268761.03
1733268762.043,Continuous Drawing,{'duration': 1013},0,medium,[0.5],0,1733268762.043
1733268762.502,Stop Drawing,{'duration': 1472},0,medium,[0.5],0,1733268762.502
1733268765.595,Start Drawing,{},0,medium,[0.5],0,1733268765.595
1733268766.608,Continuous Drawing,{'duration': 1013},0,medium,[0.5],0,1733268766.608
1733268768.056,Stop Drawing,{'duration': 2461},0,low,[0.1],0,1733268768.056
1733268768.056,Continuous Drawing,{'duration': 2004},1,low,[0.1],0,1733268768.056
1733268769.281,Start Drawing,{},1,low,[0.1],0,1733268769.281
1733268770.295,Continuous Drawing,{'duration': 1014},1,low,[0.1],0,1733268770.295
1733268771.075,Stop Drawing,{'duration': 1794},1,low,[0.1],0,1733268771.075
1733268784.113,Start Drawing,{},1,high,[0.9],1,1733268784.113
1733268784.912,Stop Drawing,{'duration': 799},1,high,[0.9],1,1733268784.912
1733268785.603,Changed Line Width,{'lineWidth': 15},1,high,[0.9],1,1733268785.603
1733268787.48,Start Drawing,{},1,high,[0.9],1,1733268787.48
1733268787.48,Changed Line Width,{'lineWidth': 25},1,high,[0.9],1,1733268787.48
1733268788.483,Continuous Drawing,{'duration': 1003},1,high,[0.9],1,1733268788.483
1733268788.757,Stop Drawing,{'duration': 1277},1,high,[0.9],1,1733268788.757
