timestamp,action,reward_assignment,context,arm_selection,log_timestamp
1733175068.283,Start Drawing,1,medium,0,1733175068.283
1733175068.715,Stop Drawing,0,medium,0,1733175068.715
1733175069.067,Start Drawing,1,medium,1,1733175069.067
1733175069.428,Stop Drawing,0,medium,0,1733175069.428
1733175071.251,Changed Line Width,1,medium,1,1733175071.251
1733175071.914,Start Drawing,1,medium,0,1733175071.914
1733175072.334,Stop Drawing,0,medium,1,1733175072.334
1733175072.727,Start Drawing,1,medium,0,1733175072.727
1733175072.86,Stop Drawing,0,medium,0,1733175072.86
1733175073.261,Start Drawing,1,medium,1,1733175073.261
1733175073.706,Stop Drawing,0,medium,1,1733175073.706
1733175074.703,Start Drawing,1,medium,1,1733175074.703
1733175074.813,Stop Drawing,0,medium,1,1733175074.813
1733175075.253,Start Drawing,1,medium,0,1733175075.253
1733175075.443,Stop Drawing,0,medium,0,1733175075.443
1733175075.773,Start Drawing,1,medium,1,1733175075.773
1733175076.031,Stop Drawing,0,medium,1,1733175076.031
1733175076.32,Start Drawing,1,medium,0,1733175076.32
1733175076.713,Stop Drawing,0,medium,1,1733175076.713
1733175076.927,Start Drawing,1,medium,0,1733175076.927
1733175077.325,Stop Drawing,0,medium,1,1733175077.325
1733175077.601,Start Drawing,1,medium,1,1733175077.601
1733175077.966,Stop Drawing,0,medium,0,1733175077.966
1733175078.238,Start Drawing,1,medium,1,1733175078.238
1733175078.597,Stop Drawing,0,medium,0,1733175078.597
1733175078.853,Start Drawing,1,medium,0,1733175078.853
1733175079.067,Stop Drawing,0,medium,1,1733175079.067
1733175079.182,Start Drawing,1,medium,1,1733175079.182
1733175079.239,Stop Drawing,0,medium,0,1733175079.239
1733175079.475,Start Drawing,1,medium,0,1733175079.475
1733175079.819,Stop Drawing,0,medium,1,1733175079.819
1733175080.099,Start Drawing,1,medium,1,1733175080.099
1733175080.488,Stop Drawing,0,medium,0,1733175080.488
1733175080.702,Start Drawing,1,medium,1,1733175080.702
1733175081.105,Stop Drawing,0,medium,0,1733175081.105
1733175081.362,Start Drawing,1,medium,0,1733175081.362
1733175081.77,Stop Drawing,0,medium,1,1733175081.77
1733175081.991,Start Drawing,1,medium,1,1733175081.991
1733175082.431,Stop Drawing,0,medium,0,1733175082.431
1733175082.577,Start Drawing,1,medium,0,1733175082.577
1733175083.0,Stop Drawing,0,medium,0,1733175083.0
1733175083.252,Start Drawing,1,medium,1,1733175083.252
1733175083.707,Stop Drawing,0,medium,0,1733175083.707
1733175083.927,Start Drawing,1,medium,0,1733175083.927
1733175084.371,Stop Drawing,0,medium,0,1733175084.371
1733175084.599,Start Drawing,1,medium,1,1733175084.599
1733175085.021,Stop Drawing,0,medium,0,1733175085.021
1733175085.583,Start Drawing,1,medium,0,1733175085.583
1733175085.634,Stop Drawing,0,medium,0,1733175085.634
1733175087.572,Start Drawing,1,medium,1,1733175087.572
1733175087.949,Stop Drawing,0,medium,0,1733175087.949
1733175088.271,Start Drawing,1,medium,1,1733175088.271
1733175088.798,Stop Drawing,0,medium,1,1733175088.798
1733175088.963,Start Drawing,1,medium,1,1733175088.963
1733175089.439,Stop Drawing,0,medium,1,1733175089.439
1733175089.658,Start Drawing,1,medium,0,1733175089.658
1733175090.134,Stop Drawing,0,medium,1,1733175090.134
1733175090.361,Start Drawing,1,medium,1,1733175090.361
1733175090.855,Stop Drawing,0,medium,1,1733175090.855
1733175091.082,Start Drawing,1,medium,1,1733175091.082
1733175091.607,Stop Drawing,0,medium,1,1733175091.607
1733175091.817,Start Drawing,1,medium,0,1733175091.817
1733175092.208,Stop Drawing,0,medium,1,1733175092.208
1733175092.478,Start Drawing,1,medium,0,1733175092.478
1733175092.864,Stop Drawing,0,medium,0,1733175092.864
1733175093.03,Start Drawing,1,medium,0,1733175093.03
1733175093.488,Stop Drawing,0,medium,1,1733175093.488
1733175093.705,Start Drawing,1,medium,1,1733175093.705
1733175094.115,Stop Drawing,0,medium,1,1733175094.115
1733175094.334,Start Drawing,1,medium,0,1733175094.334
1733175094.761,Stop Drawing,0,medium,0,1733175094.761
1733175094.974,Start Drawing,1,medium,1,1733175094.974
1733175095.349,Stop Drawing,0,medium,0,1733175095.349
1733175099.276,Start Drawing,1,medium,1,1733175099.276
1733175099.367,Stop Drawing,0,medium,1,1733175099.367
1733175100.13,Start Drawing,1,medium,0,1733175100.13
1733175100.398,Stop Drawing,0,medium,0,1733175100.398
1733175102.288,Start Drawing,1,medium,1,1733175102.288
1733175102.459,Stop Drawing,0,medium,0,1733175102.459
1733175103.316,Start Drawing,1,medium,0,1733175103.316
1733175103.533,Stop Drawing,0,medium,0,1733175103.533
1733175104.183,Start Drawing,1,medium,0,1733175104.183
1733175104.477,Stop Drawing,0,medium,1,1733175104.477
1733175104.828,Start Drawing,1,medium,0,1733175104.828
1733175105.098,Stop Drawing,0,medium,0,1733175105.098
