timestamp,action,additionalData,ObservedReward,Context,ContextFeatures,ChosenArm,log_timestamp
1733269672.467,Start Drawing,{},1,high,[0.9],0,1733269672.467
1733269672.679,Stop Drawing,{'duration': 212},1,high,[0.9],0,1733269672.679
1733269676.664,Reset Canvas,{'resetCount': 1},0,medium,[0.5],0,1733269676.664
1733269679.748,Start Drawing,{},0,medium,[0.5],0,1733269679.748
1733269680.316,Continuous Drawing,{'duration': 569},0,medium,[0.5],0,1733269680.316
1733269680.345,Stop Drawing,{'duration': 598},0,medium,[0.5],0,1733269680.345
1733269686.521,Start Drawing,{},0,medium,[0.5],0,1733269686.521
1733269686.713,Stop Drawing,{'duration': 192},0,high,[0.9],0,1733269686.713
1733269691.172,Reset Canvas,{'resetCount': 2},0,high,[0.9],0,1733269691.172
1733269697.43,Start Drawing,{},1,medium,[0.5],0,1733269697.43
1733269698.307,Continuous Drawing,{'duration': 877},1,medium,[0.5],0,1733269698.307
1733269698.441,Continuous Drawing,{'duration': 1011},1,medium,[0.5],0,1733269698.441
1733269699.109,Stop Drawing,{'duration': 1679},1,medium,[0.5],0,1733269699.109
1733269701.695,Changed Line Width,{'lineWidth': 15},1,medium,[0.5],0,1733269701.695
1733269702.319,Start Drawing,{},1,medium,[0.5],0,1733269702.319
1733269702.871,Stop Drawing,{'duration': 552},1,medium,[0.5],0,1733269702.871
