timestamp,action,additionalData,ObservedReward,Context,ContextFeatures,ChosenArm,log_timestamp
1733267901.382,Continuous Drawing,{'duration': 1174},1,high,[0.9],1,1733267901.382
1733267901.557,Continuous Drawing,{'duration': 1349},1,high,[0.9],1,1733267901.557
1733267901.562,Stop Drawing,{'duration': 1354},1,high,[0.9],1,1733267901.562
1733267901.562,Start Drawing,{},1,high,[0.9],1,1733267901.562
1733267902.577,Start Drawing,{},1,high,[0.9],1,1733267902.577
1733267902.595,Continuous Drawing,{'duration': 18},1,high,[0.9],1,1733267902.595
1733267902.897,Continuous Drawing,{'duration': 320},1,high,[0.9],1,1733267902.897
1733267903.164,Continuous Drawing,{'duration': 587},1,high,[0.9],1,1733267903.164
1733267903.212,Continuous Drawing,{'duration': 635},1,high,[0.9],1,1733267903.212
1733267903.383,Continuous Drawing,{'duration': 806},1,high,[0.9],1,1733267903.383
1733267903.449,Stop Drawing,{'duration': 872},1,high,[0.9],1,1733267903.449
1733267904.379,Changed Line Width,{'lineWidth': 19},1,high,[0.9],1,1733267904.379
1733267906.609,Start Drawing,{},1,high,[0.9],1,1733267906.609
1733267906.898,Continuous Drawing,{'duration': 289},1,high,[0.9],1,1733267906.898
1733267906.898,Changed Color,{'color': '#ffff00'},1,high,[0.9],1,1733267906.898
1733267907.161,Continuous Drawing,{'duration': 552},1,high,[0.9],1,1733267907.161
1733267907.213,Continuous Drawing,{'duration': 604},1,high,[0.9],1,1733267907.213
1733267907.383,Continuous Drawing,{'duration': 774},1,high,[0.9],1,1733267907.383
1733267907.56,Continuous Drawing,{'duration': 951},1,high,[0.9],1,1733267907.56
1733267907.58,Continuous Drawing,{'duration': 970},1,high,[0.9],1,1733267907.58
1733267907.594,Continuous Drawing,{'duration': 985},1,high,[0.9],1,1733267907.594
1733267907.616,Continuous Drawing,{'duration': 1007},1,high,[0.9],1,1733267907.616
1733267907.904,Continuous Drawing,{'duration': 1295},1,high,[0.9],1,1733267907.904
1733267908.16,Continuous Drawing,{'duration': 1551},1,high,[0.9],1,1733267908.16
1733267908.216,Continuous Drawing,{'duration': 1607},1,high,[0.9],1,1733267908.216
1733267908.382,Continuous Drawing,{'duration': 1773},1,high,[0.9],1,1733267908.382
1733267908.558,Continuous Drawing,{'duration': 1949},1,high,[0.9],1,1733267908.558
1733267908.58,Continuous Drawing,{'duration': 1971},1,high,[0.9],1,1733267908.58
1733267908.613,Continuous Drawing,{'duration': 1990},1,high,[0.9],1,1733267908.613
1733267908.613,Continuous Drawing,{'duration': 2004},1,high,[0.9],1,1733267908.613
1733267908.897,Continuous Drawing,{'duration': 2288},1,high,[0.9],1,1733267908.897
1733267909.165,Continuous Drawing,{'duration': 2556},1,high,[0.9],1,1733267909.165
1733267909.212,Continuous Drawing,{'duration': 2603},1,high,[0.9],1,1733267909.212
1733267909.388,Continuous Drawing,{'duration': 2779},1,high,[0.9],1,1733267909.388
1733267909.564,Continuous Drawing,{'duration': 2955},1,high,[0.9],1,1733267909.564
1733267909.579,Continuous Drawing,{'duration': 2970},1,high,[0.9],1,1733267909.579
1733267909.595,Continuous Drawing,{'duration': 2986},1,high,[0.9],1,1733267909.595
1733267909.611,Continuous Drawing,{'duration': 3002},1,high,[0.9],1,1733267909.611
1733267909.899,Continuous Drawing,{'duration': 3290},1,high,[0.9],1,1733267909.899
1733267910.164,Continuous Drawing,{'duration': 3555},1,high,[0.9],1,1733267910.164
1733267910.212,Continuous Drawing,{'duration': 3603},1,high,[0.9],1,1733267910.212
1733267910.384,Continuous Drawing,{'duration': 3775},1,high,[0.9],1,1733267910.384
1733267910.565,Continuous Drawing,{'duration': 3956},1,high,[0.9],1,1733267910.565
1733267910.58,Continuous Drawing,{'duration': 3971},1,high,[0.9],1,1733267910.58
1733267910.597,Continuous Drawing,{'duration': 3988},1,high,[0.9],1,1733267910.597
1733267910.617,Continuous Drawing,{'duration': 4008},1,high,[0.9],1,1733267910.617
1733267910.899,Continuous Drawing,{'duration': 4290},1,high,[0.9],1,1733267910.899
1733267911.165,Continuous Drawing,{'duration': 4556},1,high,[0.9],1,1733267911.165
1733267911.214,Continuous Drawing,{'duration': 4605},1,high,[0.9],1,1733267911.214
1733267911.383,Continuous Drawing,{'duration': 4774},1,high,[0.9],1,1733267911.383
1733267911.566,Continuous Drawing,{'duration': 4957},1,high,[0.9],1,1733267911.566
1733267911.597,Continuous Drawing,{'duration': 4973},1,high,[0.9],1,1733267911.597
1733267911.597,Continuous Drawing,{'duration': 4988},1,high,[0.9],1,1733267911.597
1733267911.612,Continuous Drawing,{'duration': 5003},1,high,[0.9],1,1733267911.612
1733267911.899,Continuous Drawing,{'duration': 5290},1,high,[0.9],1,1733267911.899
1733267912.163,Continuous Drawing,{'duration': 5554},1,high,[0.9],1,1733267912.163
1733267912.224,Continuous Drawing,{'duration': 5615},1,high,[0.9],1,1733267912.224
1733267912.383,Continuous Drawing,{'duration': 5774},1,high,[0.9],1,1733267912.383
1733267912.564,Continuous Drawing,{'duration': 5955},1,high,[0.9],1,1733267912.564
1733267912.583,Continuous Drawing,{'duration': 5974},1,high,[0.9],1,1733267912.583
1733267912.613,Continuous Drawing,{'duration': 5982},1,high,[0.9],1,1733267912.613
1733267912.613,Continuous Drawing,{'duration': 6004},1,high,[0.9],1,1733267912.613
1733267912.898,Continuous Drawing,{'duration': 6289},1,high,[0.9],1,1733267912.898
1733267912.943,Stop Drawing,{'duration': 6334},1,high,[0.9],1,1733267912.943
1733267915.195,Changed Color,{'color': '#ff00ff'},1,high,[0.9],1,1733267915.195
1733267916.385,Continuous Drawing,{'duration': 4},1,high,[0.9],1,1733267916.385
1733267916.56,Continuous Drawing,{'duration': 179},1,high,[0.9],1,1733267916.56
1733267916.581,Continuous Drawing,{'duration': 200},1,high,[0.9],1,1733267916.581
1733267916.598,Continuous Drawing,{'duration': 217},1,high,[0.9],1,1733267916.598
1733267916.615,Continuous Drawing,{'duration': 234},1,high,[0.9],1,1733267916.615
1733267916.9,Continuous Drawing,{'duration': 519},1,high,[0.9],1,1733267916.9
1733267917.157,Continuous Drawing,{'duration': 776},1,high,[0.9],1,1733267917.157
1733267917.216,Continuous Drawing,{'duration': 835},1,high,[0.9],1,1733267917.216
1733267917.309,Stop Drawing,{'duration': 928},1,high,[0.9],1,1733267917.309
1733267918.191,Start Drawing,{},1,high,[0.9],1,1733267918.191
1733267918.215,Continuous Drawing,{'duration': 24},1,high,[0.9],1,1733267918.215
1733267918.385,Continuous Drawing,{'duration': 194},1,high,[0.9],1,1733267918.385
1733267918.385,Continuous Drawing,{'duration': 193},1,high,[0.9],1,1733267918.385
1733267918.558,Continuous Drawing,{'duration': 367},1,high,[0.9],1,1733267918.558
1733267918.584,Continuous Drawing,{'duration': 393},1,high,[0.9],1,1733267918.584
1733267918.601,Continuous Drawing,{'duration': 410},1,high,[0.9],1,1733267918.601
1733267918.61,Continuous Drawing,{'duration': 419},1,high,[0.9],1,1733267918.61
1733267918.765,Stop Drawing,{'duration': 574},1,high,[0.9],1,1733267918.765
1733267919.438,Start Drawing,{},1,high,[0.9],1,1733267919.438
1733267919.557,Continuous Drawing,{'duration': 119},1,high,[0.9],1,1733267919.557
1733267919.58,Continuous Drawing,{'duration': 142},1,high,[0.9],1,1733267919.58
1733267919.61,Continuous Drawing,{'duration': 172},1,high,[0.9],1,1733267919.61
1733267919.61,Continuous Drawing,{'duration': 157},1,high,[0.9],1,1733267919.61
1733267919.901,Continuous Drawing,{'duration': 463},1,high,[0.9],1,1733267919.901
1733267920.131,Stop Drawing,{'duration': 693},1,high,[0.9],1,1733267920.131
1733267920.131,Start Drawing,{},1,high,[0.9],1,1733267920.131
